,,,,,,,,
,ฏ,"0,1",,,,,,
,โ,"0,3",,,,,,
,sl,"9,9",,,,,,
,sr,"15,15",,,,,,
,ฒ,"12,3",,,,,,
,ฑ,"12, 5",,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
