,,,,,,,,
,ฏ,"0,1",,,,,,
,โ,"0,3",,,,,,
,ฌ,"0,5",,,,,,
,sl,"9,9",,,,,,
,sr,"15,15",,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
